TCGA-62-A472-01A.11	PTPRF;TP53;CACNA1I;MAP1A;	CAV1_DOWN;MMRN1_DOWN;PLAU_UP;PTPRM_DOWN;BDNF_DOWN;ERBB4_DOWN;SPTB_UP;AQP1_DOWN;ATF3_DOWN;CABLES1_DOWN;CDC14A_DOWN;DHCR24_DOWN;DUSP1_DOWN;GADD45B_DOWN;KLF4_DOWN;KLF6_DOWN;MAPK10_DOWN;MKI67_UP;MNDA_DOWN;NFATC4_UP;P2RX1_DOWN;PEG3_DOWN;PLAGL1_DOWN;PMAIP1_UP;RRM2_UP;S100A4_DOWN;S100A8_DOWN;SESN1_DOWN;SORT1_DOWN;TBX2_DOWN;TBXAS1_DOWN;TFRC_DOWN;TOP2A_UP;AQP4_DOWN;RYR2_DOWN;MCM4_UP;APH1B_DOWN;NOTCH4_DOWN;TBX3_DOWN;TBX4_DOWN;TBX5_DOWN;AQP5_DOWN;DMD_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;LPL_DOWN;C8B_DOWN;C7_DOWN;CFP_DOWN;	NID1_DOWN;PTPRA_DOWN;PTPRD_DOWN;SHC2_DOWN;FBLN1_DOWN;CNN1_DOWN;CTGF_DOWN;ELN_DOWN;FMOD_DOWN;GAS1_DOWN;PTGIS_DOWN;PTRF_DOWN;TAGLN_DOWN;TIMP3_DOWN;LMOD1_DOWN;MYL9_DOWN;TGFB1I1_DOWN;CRIM1_DOWN;CYR61_DOWN;SPON1_DOWN;TGFBR3_DOWN;DCN_DOWN;EFEMP2_DOWN;PALLD_DOWN;MYH10_DOWN;ENG_DOWN;PLSCR4_DOWN;TP53_DOWN;MAP1B_DOWN;GPM6B_DOWN;VLDLR_DOWN;CD36_DOWN;LDLR_DOWN;LRPAP1_DOWN;CD9_DOWN;HSD11B1_DOWN;LDLRAP1_DOWN;CD59_DOWN;CD81_DOWN;CD82_DOWN;HBEGF_DOWN;TSPAN4_DOWN;	4_50_42	544.513320570671	282.603757900367
TCGA-05-4403-01A.6	IRAK3;	EIF2AK2_UP;	TIRAP_UP;	1_1_1	5.15043362999467	3.26677443612941
TCGA-05-4403-01A.3	KIR3DL2;	PDIA4_UP;	HLA-H_UP;TAP1_UP;PDIA3_UP;P4HB_UP;PDIA6_UP;TXNDC5_UP;	1_1_6	29.0732215152093	14.7853099794862
TCGA-05-4403-01A.12	CNTN1;DTX3;NOTCH2;	CNTN1_DOWN;CNTN6_DOWN;DTX2_UP;	FURIN_UP;	3_3_1	37.6925178003079	9.55184124654303
TCGA-05-4403-01A.4	RYR1;	RYR1_DOWN;	P2RX4_UP;	1_1_1	5.83856441155762	3.98117021844221
TCGA-05-4403-01A.5	DSC1;	DSG2_UP;PKP3_UP;DSC2_UP;JUP_UP;	-;	1_4_0	18.7942210253793	11.8503718242848
TCGA-67-3770-01A.21	ITSN1;	EFNB1_DOWN;EFNB2_DOWN;	ITSN1_DOWN;KALRN_DOWN;	1_2_2	27.1124897024723	8.45524832438348
TCGA-67-3770-01A.17	KCNH7;	KCNAB1_DOWN;KCNAB2_DOWN;	-;	1_2_0	8.46857123592358	4.8230292624195
TCGA-67-3770-01A.48	CDH12;FAT1;PCDH12;PCDHGC5;CDH10;	CDH13_DOWN;CDH23_DOWN;CDH5_DOWN;DCHS1_DOWN;PCDH12_DOWN;PCDH17_DOWN;PCDH9_DOWN;PCDHB16_DOWN;PCDHGA12_DOWN;PCDHGB5_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;PCDHGC3_DOWN;SVEP1_DOWN;	-;	5_14_0	52.5095921547707	44.7794490049707
TCGA-67-3770-01A.23	C6;C3;	C7_DOWN;C8B_DOWN;CFP_DOWN;	C3_DOWN;LRP1_DOWN;NFATC2_DOWN;	2_3_3	70.3064330440616	19.6952822973339
TCGA-67-3770-01A.40	NOLC1;	ZYX_DOWN;	ITGA1_DOWN;TNS1_DOWN;	1_1_2	18.9061774658555	7.5163923538417
TCGA-67-3770-01A.47	PDE1C;IL2RG;PIK3CB;SMARCC2;RYR2;IRS4;SUPT16H;TP53;NOTCH3;COL4A5;AHRR;UNC5D;ITGAM;THBS2;PDCD6;ROCK2;JAK1;AKAP9;LRP1;PIK3R3;GLI2;EGFR;UNC5C;GLI1;ARID1A;COL4A1;PDGFRA;COL11A1;NFATC2;ITGA10;INPP5D;DPYSL2;CACNA1C;	FGF7_DOWN;DOK2_DOWN;GAB2_DOWN;PRKCE_DOWN;TEK_DOWN;NOTCH4_DOWN;MBP_DOWN;ERBB4_DOWN;FGFR1_DOWN;FGFR2_DOWN;FGFR4_DOWN;GAB3_DOWN;PDGFB_DOWN;PIP5K1B_DOWN;PIK3R5_DOWN;CAV1_DOWN;MMRN1_DOWN;RYR2_DOWN;CACNA1C_DOWN;CACNA1D_DOWN;CACNA1H_DOWN;P2RX1_DOWN;P2RX7_DOWN;CACNA2D2_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;ABCB1_DOWN;BDNF_DOWN;CABLES1_DOWN;DHCR24_DOWN;HIPK2_DOWN;KLF4_DOWN;KLF6_DOWN;MNDA_DOWN;NQO1_UP;PLAGL1_DOWN;SORT1_DOWN;TBX2_DOWN;TGFA_UP;TK1_UP;XPC_DOWN;TBX3_DOWN;TBX4_DOWN;EPAS1_DOWN;ITGA8_DOWN;ITGAL_DOWN;LAMC3_DOWN;LIMS2_DOWN;NTN4_DOWN;NTN1_DOWN;SLIT2_DOWN;ROBO4_DOWN;SLIT3_DOWN;COL9A2_UP;SELP_DOWN;MDK_UP;LPL_DOWN;HHIP_DOWN;LIMD1_DOWN;FIGF_DOWN;VEGFC_DOWN;PTPRM_DOWN;ARHGEF6_DOWN;	IL16_DOWN;JAK1_DOWN;LCP1_DOWN;WWP2_DOWN;PLCG1_DOWN;BIN2_DOWN;MFNG_DOWN;ATN1_DOWN;EPS15_DOWN;DLL1_DOWN;JAG1_DOWN;NOTCH1_DOWN;NOTCH2_DOWN;NOTCH3_DOWN;MAGI1_DOWN;MAGI2_DOWN;HDAC7_DOWN;LFNG_DOWN;FCHSD2_DOWN;JAM2_DOWN;JAM3_DOWN;IKZF1_DOWN;IKZF4_DOWN;ITGAM_DOWN;FLNA_DOWN;FLT1_DOWN;IGF1R_DOWN;INPP5E_DOWN;RASAL2_DOWN;TIAM1_DOWN;BAZ1B_DOWN;CHAF1A_DOWN;BAZ2A_DOWN;TTF1_DOWN;PTRF_DOWN;TAF1C_DOWN;FBLN1_DOWN;CD3EAP_DOWN;CTGF_DOWN;GAS1_DOWN;NID1_DOWN;PTGIS_DOWN;TIMP3_DOWN;CRIM1_DOWN;CYR61_DOWN;LRP1_DOWN;SPON1_DOWN;TGFBR3_DOWN;LAMB1_DOWN;NID2_DOWN;EFEMP1_DOWN;ENG_DOWN;ZNF274_DOWN;EGR2_DOWN;CRMP1_DOWN;EGR3_DOWN;NFATC2_DOWN;DPYSL2_DOWN;DLL4_DOWN;DTX3L_DOWN;JAG2_DOWN;MAML3_DOWN;PCSK5_DOWN;COL4A2_DOWN;ARNT2_DOWN;UNC5B_DOWN;ROBO1_DOWN;DAPK1_DOWN;SRGAP1_DOWN;PDCD6_UP;COL6A2_DOWN;RASSF5_DOWN;SELPLG_DOWN;RAP2A_DOWN;RAPGEF4_DOWN;STK4_DOWN;ESAM_DOWN;RALGDS_DOWN;RAPGEF3_DOWN;RASIP1_DOWN;RAPGEF2_DOWN;ROCK2_DOWN;MYLK_DOWN;AKAP9_DOWN;PKN1_DOWN;HBEGF_DOWN;PVR_DOWN;PVRL3_DOWN;CABIN1_DOWN;COL6A6_DOWN;	33_63_90	1048.55331241557	414.121968545708
TCGA-67-3770-01A.15	SEMA6A;	SEMA6A_DOWN;PLXNB1_DOWN;SEMA6D_DOWN;	PLXNA1_DOWN;PLXND1_DOWN;SEMA6B_DOWN;SEMA6C_DOWN;	1_3_4	27.2632993474025	23.4464473126312
TCGA-67-3770-01A.38	GABBR2;	GRASP_DOWN;	-;	1_1_0	3.01013402723326	3.01013402723326
TCGA-67-3770-01A.37	MAST1;TTN;	DMD_DOWN;UTRN_DOWN;DES_DOWN;TMOD1_DOWN;VIM_DOWN;	SNTB2_DOWN;TPM4_DOWN;	2_5_2	31.0126649681303	16.0368445593062
TCGA-67-3770-01A.19	SPTA1;	SPTBN1_DOWN;	-;	1_1_0	18.3465591040721	2.65138542227354
TCGA-49-6761-01A.2	PCSK5;	NOTCH4_DOWN;APBB1_DOWN;APBB2_DOWN;APH1B_DOWN;	PCSK5_DOWN;BACE2_DOWN;PCSK2_DOWN;CPE_UP;	1_4_4	31.622476724922	25.8048746297944
TCGA-49-6761-01A.22	PCDHAC2;FAT1;PCDH15;PCDHB16;	PCDHAC2_DOWN;CDH13_DOWN;CDH23_DOWN;CDH26_DOWN;CDH3_UP;CDH5_DOWN;PCDH12_DOWN;PCDH17_DOWN;PCDHA12_DOWN;PCDHGA12_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;	-;	4_12_0	42.4390607025032	39.3319397328931
TCGA-49-6761-01A.18	TRPC6;	TRPC6_DOWN;PRKG2_DOWN;	-;	1_2_0	9.92064084642696	6.28193272625777
TCGA-49-6761-01A.23	SRF;	FHL2_UP;NFYA_UP;	-;	1_2_0	21.016475074476	4.63588922775465
TCGA-49-6761-01A.13	C6;C7;	C7_DOWN;C8B_DOWN;CFP_DOWN;	-;	2_3_0	18.530433887845	13.1833241684316
TCGA-49-6761-01A.25	MAP2K3;	MAPK10_DOWN;	-;	1_1_0	24.9946041834272	4.25790563597288
TCGA-49-6761-01A.6	AKAP6;	PDE4D_DOWN;RYR2_DOWN;	-;	1_2_0	4.72175261583322	4.72175261583322
TCGA-49-6761-01A.3	CHRM2;	PRKCE_DOWN;	PRKCZ_DOWN;	1_1_1	23.2692520067112	4.44970706604405
TCGA-49-6761-01A.8	TAF4;	CBX3_UP;MKI67_UP;	-;	1_2_0	8.46166061655369	5.26150544973213
TCGA-49-6761-01A.24	MET;NRG3;KCNH8;COL15A1;ITGAL;KRAS;ANGPT1;COL5A2;TTN;LAMC2;PNLIP;PLCB4;	FGF7_DOWN;FIGF_DOWN;PIK3R5_DOWN;PTPRB_DOWN;FGFR2_DOWN;FGFR3_DOWN;FGFR4_DOWN;ANGPT1_DOWN;CNTN1_DOWN;GHR_DOWN;TEK_DOWN;CNTN6_DOWN;KCNAB1_DOWN;NFASC_DOWN;ERBB4_DOWN;KCNAB2_DOWN;CAV1_DOWN;ITGA2_UP;ITGA8_DOWN;LAMC3_DOWN;LIMS2_DOWN;MEGF9_DOWN;COL4A3_DOWN;COL4A4_DOWN;COL4A5_DOWN;ARHGEF6_DOWN;EFNB2_DOWN;GAB2_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;RASSF2_DOWN;RGL1_DOWN;DMD_DOWN;TNNC1_DOWN;PMP22_DOWN;UTRN_DOWN;LPL_DOWN;PAFAH1B3_UP;PLAU_UP;PIP5K1B_DOWN;	EGFR_UP;FGF14_DOWN;PIK3R3_DOWN;ITGA10_DOWN;LAMA2_DOWN;PLCB4_DOWN;	12_41_6	309.27297512808	170.382418199781
TCGA-69-7974-01A.35	KRT1;CDH12;DSG3;PCDHAC2;MLLT4;TLR4;MRE11A;EPHA5;PCDH10;TIAM1;FAT2;PCDH11X;MYBPC3;NFKB1;CNTNAP1;GAB3;KRAS;LCP2;TP53;EP300;PCDH15;PCDHGC5;EPHA3;PRKD1;TTN;COL14A1;DMD;LAMB1;EPHB1;GLIS3;NGF;	PKP3_UP;DSC2_UP;DSG2_UP;JUP_UP;CDH1_UP;CDH3_UP;EPHB2_UP;RIT1_UP;PARD3_UP;RGL3_UP;KRAS_UP;EIF2AK2_UP;BRCA1_UP;LIG1_UP;MSH2_UP;MSH6_UP;PRKDC_UP;KPNA2_UP;MDK_UP;CSE1L_UP;TOP2A_UP;NME1_UP;CBX3_UP;RRM1_UP;RRM2_UP;MKI67_UP;PDIA4_UP;MCM4_UP;EFNA5_UP;TNNC1_DOWN;CNTN1_DOWN;FIGF_DOWN;NOL3_UP;PLAU_UP;TNC_UP;CNTN6_DOWN;ERBB2_UP;NF1_UP;PAK1_UP;AIFM2_UP;BDNF_DOWN;BRCC3_UP;CAV1_DOWN;CCNG2_UP;EI24_UP;FHL2_UP;GAMT_UP;IFI16_UP;NQO1_UP;PERP_UP;PIAS3_UP;PMAIP1_UP;PPP1R13L_UP;TGFA_UP;TK1_UP;TP53I3_UP;TYMS_UP;UBE2K_UP;COL5A2_UP;DHFR_UP;MCM6_UP;EPS8_UP;ITGA2_UP;ITGB4_UP;ITGB6_UP;LAMB3_UP;LIMS2_DOWN;CTTN_UP;PAK6_UP;GRB7_UP;	DSP_UP;EVPL_UP;PKP1_UP;CTNNB1_UP;PCDHB16_UP;PVRL1_UP;PVRL2_UP;RAP2B_UP;MRE11A_UP;H2AFX_UP;RAD50_UP;RBBP8_UP;FEN1_UP;HUS1_UP;POLD1_UP;POLD4_UP;PPIA_UP;RAD9A_UP;RINT1_UP;WRN_UP;DKC1_UP;POLB_UP;RFC2_UP;RFC3_UP;RFC5_UP;CHAF1A_UP;TNPO1_UP;VDAC1_UP;TOPBP1_UP;EIF4A3_UP;NCL_UP;NOP2_UP;SMG5_UP;LIG3_UP;BAZ1B_UP;IPO4_UP;IPO5_UP;IPO7_UP;IPO8_UP;DHX8_UP;NSUN2_UP;SSB_UP;TOP1_UP;DDX56_UP;SMG7_UP;BAZ1A_UP;SMARCA1_UP;AP2B1_UP;DLAT_UP;ILF3_UP;XPO7_UP;DARS_UP;DDX42_UP;SET_UP;MRPS24_UP;CLINT1_UP;ENO1_UP;PDK1_UP;PDK3_UP;PRMT1_UP;EPRS_UP;GARS_UP;IARS_UP;RARS_UP;HIST2H2AA3_UP;HMGB2_UP;GAPDH_UP;GPI_UP;PGK1_UP;TPI1_UP;TRAPPC2_UP;CARM1_UP;PRMT3_UP;HIST1H2AC_UP;HIST1H2BK_UP;H1F0_UP;LBR_UP;GPD1_DOWN;PKM2_UP;TXN_UP;GSR_UP;P4HB_UP;TXNRD1_UP;SP100_UP;TAF4_UP;PHB_UP;EPHA3_UP;EPHA4_UP;PRKD1_DOWN;MET_UP;RALB_UP;RASA2_UP;RASGRP1_UP;BMP1_UP;RBBP7_UP;SP110_UP;FOXA1_UP;IQGAP1_UP;PTPN13_UP;	31_70_99	836.102268910888	396.229425555958
TCGA-69-7974-01A.17	LRRC4C;	NTNG1_DOWN;	-;	1_1_0	2.25219393292408	2.25219393292408
TCGA-69-7974-01A.30	RYR2;CACNA1G;	RYR1_UP;	-;	2_1_0	2.8561118050958	2.8561118050958
TCGA-69-7974-01A.19	PTPRS;	PPFIA1_UP;	-;	1_1_0	2.10815001747646	2.10815001747646
TCGA-44-6777-01A.7	SYNJ1;	PIP5K1B_DOWN;	-;	1_1_0	3.53744811849492	3.53744811849492
TCGA-44-6777-01A.26	CAPN6;	CAPN3_DOWN;	-;	1_1_0	2.69988249395541	2.69988249395541
TCGA-44-6777-01A.22	GRIN2B;GRIN2A;	GRIA1_DOWN;	-;	2_1_0	4.20126833524143	4.20126833524143
TCGA-44-6777-01A.23	FGF10;KRAS;ITGA8;TP53;LAMB3;ITGA1;TTN;ITGA2;SMAD2;COL6A3;TNR;LAMB1;ITGAX;ERBB4;PRKD1;	FGFR2_DOWN;FGFR3_DOWN;FGFR4_DOWN;ERBB4_DOWN;RASGRF1_DOWN;CAV1_DOWN;COL3A1_UP;COL4A3_DOWN;COL5A2_UP;COL6A3_UP;ITGA2_UP;BDNF_DOWN;MKI67_UP;TGFA_UP;TOP2A_UP;VCAN_UP;FIGF_DOWN;TNNC1_DOWN;	THBS2_UP;	15_18_1	96.0170171032344	68.340928166038
TCGA-44-6777-01A.29	CDH12;PCDHAC2;PCDHB7;CDH9;CDH18;	CDH26_DOWN;PCDH9_DOWN;	-;	5_2_0	6.32809631723636	6.32809631723636
TCGA-44-6777-01A.25	ADAMTS16;ADAMTS12;ADAMTS2;	ADAM8_UP;	-;	3_1_0	2.95937178588713	2.95937178588713
TCGA-44-6777-01A.28	PLXNB3;	SEMA6A_DOWN;PLXNB1_DOWN;	-;	1_2_0	10.9555309546457	5.13385115722258
TCGA-44-6777-01A.24	GUCY1A3;	PRKG2_DOWN;	-;	1_1_0	4.18341498467973	4.18341498467973
TCGA-50-5044-01A.11	IL16;	NOTCH4_DOWN;	IL16_DOWN;MFNG_DOWN;SYNJ1_DOWN;PRKD1_DOWN;	1_1_4	65.1100903180862	11.4866304787703
TCGA-50-5044-01A.7	MYH6;	DES_DOWN;DMD_DOWN;TMOD1_DOWN;TNNC1_DOWN;TTN_DOWN;	-;	1_5_0	97.8058644005839	17.0859971483486
TCGA-50-5044-01A.1	BLM;	TOP2A_UP;	ATM_DOWN;	1_1_1	31.6220898433228	5.04087027605772
TCGA-50-5044-01A.13	HIPK3;	HIPK3_DOWN;LIMD1_DOWN;	LIMK2_DOWN;	1_2_1	13.3659041934837	8.47554587933915
TCGA-50-5044-01A.3	AKAP6;	AKAP6_DOWN;PDE4D_DOWN;RYR2_DOWN;	-;	1_3_0	7.95931478325302	7.95931478325302
TCGA-50-5044-01A.9	BRAF;F5;ADCY5;PIK3CA;ITGAX;	MRAS_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;EPHB2_UP;PRKCE_DOWN;ANGPT1_DOWN;BDNF_DOWN;ERBB4_DOWN;FGFR2_DOWN;FGFR3_DOWN;FGFR4_DOWN;FIGF_DOWN;GAB2_DOWN;GAB3_DOWN;GHR_DOWN;LAMC2_UP;NR3C1_DOWN;PIP5K1B_DOWN;TEK_DOWN;PTPRM_DOWN;EPAS1_DOWN;CAV1_DOWN;COL4A3_DOWN;COL4A4_DOWN;ITGA8_DOWN;LIMS2_DOWN;MEGF9_DOWN;NTN4_DOWN;	DNAJC27_DOWN;RASGRP1_DOWN;F10_DOWN;PROS1_DOWN;APOH_DOWN;F11_DOWN;MERTK_DOWN;ADCY9_DOWN;KCNQ1_DOWN;SLC12A2_DOWN;FCGR3B_DOWN;FRS2_DOWN;INPP5B_DOWN;MLLT4_DOWN;PDGFRA_DOWN;PIK3CB_DOWN;PLCB1_DOWN;PVRL3_DOWN;SGMS1_DOWN;TIAM1_DOWN;UGCG_DOWN;VEGFC_UP;PTPRK_DOWN;NCOA2_DOWN;ITGAX_DOWN;COL14A1_DOWN;COL8A2_DOWN;	5_28_27	428.449299197513	169.637706550817
TCGA-50-5044-01A.12	IL3RA;	PIK3R5_DOWN;	IL3RA_DOWN;	1_1_1	33.1649523880079	4.87551467397488
TCGA-50-5044-01A.14	TCRB;	LCP2_DOWN;	FYB_DOWN;SKAP2_DOWN;	1_1_2	50.7897684071977	6.115273929261
TCGA-50-5044-01A.10	FAT1;	CDH13_DOWN;CDH26_DOWN;CDH3_UP;CTNNAL1_DOWN;PCDH17_DOWN;PCDH7_UP;PCDHAC2_DOWN;PCDHGB5_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;	-;	1_11_0	44.7997648673607	33.075249184085
TCGA-50-5044-01A.5	MAPK12;	MAPK10_DOWN;NME1_UP;	DUSP16_DOWN;DUSP3_DOWN;DUSP6_DOWN;DUSP8_DOWN;RPS6KA5_DOWN;EP300_DOWN;ETV1_DOWN;NR4A1_DOWN;ETV5_DOWN;SALL2_DOWN;ATXN1_DOWN;NR4A2_DOWN;NR4A3_DOWN;GAPDH_UP;MYST3_DOWN;ENO1_UP;GPD1_DOWN;GPD1L_DOWN;PKM2_UP;DLAT_DOWN;PFKM_DOWN;	1_2_21	226.527809933768	62.1938465908619
TCGA-50-5942-01A.2	RARA;	S100A8_DOWN;	-;	1_1_0	9.11692314521029	3.38734365123089
TCGA-50-5942-01A.1	EPHA6;	EFNA5_UP;	-;	1_1_0	8.05318292969722	2.17543327747782
TCGA-50-5942-01A.4	RAPGEF2;BRAF;	MRAS_DOWN;	-;	2_1_0	2.12398117644437	2.12398117644437
TCGA-50-5942-01A.5	ITGAE;	CAV1_DOWN;LIMS2_DOWN;	-;	1_2_0	11.5010141677506	6.24401456546345
TCGA-44-7669-01A.33	SERPINE1;	EPAS1_DOWN;	-;	1_1_0	8.70369160208729	2.22406538723323
TCGA-44-7669-01A.16	C9;C8A;	C8B_DOWN;	-;	2_1_0	4.52719223581671	4.52719223581671
TCGA-44-7669-01A.13	SPTA1;	SPTB_UP;SPTBN2_UP;	-;	1_2_0	8.88272280027841	7.0990901125309
TCGA-44-7669-01A.6	GRIK2;GRIA4;	GRIA1_DOWN;	-;	2_1_0	6.27047720419805	2.81119847861407
TCGA-44-7669-01A.28	PEG3;	SIAH2_UP;	-;	1_1_0	1.58354945481158	1.58354945481158
TCGA-44-7669-01A.40	NRXN1;CDH12;PCDHAC2;SVEP1;PTPN13;PCDH10;ABCB1;ABL1;XPO1;MCM10;SF1;SMAD4;FAT1;DCHS1;PCDH11Y;PDGFRB;BCL2;CDH2;PCDHB10;PCDH15;CDH18;PCDHGC5;PCDH18;COL5A2;COL6A3;NFKBIA;LAMB1;LAMA3;NFATC2;	PDZD2_DOWN;PYGO2_UP;MDK_UP;NFYA_UP;LIG1_UP;MCM4_UP;CBX3_UP;PRKDC_UP;BRCA1_UP;KPNA2_UP;MKI67_UP;MSH2_UP;MSH6_UP;UBE2K_UP;S100A4_DOWN;NME1_UP;H2AFZ_UP;TOP2A_UP;FAT1_UP;PCDHAC2_DOWN;EFNB1_DOWN;EPHB2_UP;CAV1_DOWN;GRB10_UP;CSE1L_UP;RRM1_UP;MCM6_UP;TNNC1_DOWN;EIF2AK2_UP;KRAS_UP;RRM2_UP;LIMS2_DOWN;CTTN_UP;	CASK_UP;EPB41_UP;LIN7C_UP;SRPK2_UP;CTNND2_UP;ERBB2IP_UP;CLNS1A_UP;PRPF40A_UP;SF3B1_UP;SLC7A5_UP;ARVCF_UP;RAD21_UP;SSB_UP;WDR77_UP;SFRS2IP_UP;WBP11_UP;PDS5A_UP;SMARCA5_UP;SMC2_UP;SMC3_UP;SMC4_UP;STAG1_UP;STAG2_UP;NCL_UP;SR140_UP;SUB1_UP;XPO1_UP;CHD4_UP;GATAD2B_UP;MTA2_UP;RBBP5_UP;MTDH_UP;BAZ1B_UP;CHD1_UP;RSF1_UP;SMARCA1_UP;NCAPD2_UP;OSBPL8_UP;DKC1_UP;HTATSF1_UP;NSUN2_UP;HNRPDL_UP;FUBP1_UP;ZNF292_UP;MTA3_UP;ZMYM2_UP;LYAR_UP;ARID1A_UP;BAZ2A_UP;CHAF1A_UP;ETV7_UP;SMARCC2_UP;SUPT16H_UP;ARID1B_UP;CHD1L_UP;HLTF_UP;CORO7_UP;EIF4A3_UP;NOP2_UP;RAD1_UP;RAD9A_UP;SMG5_UP;ATRX_UP;TCERG1_UP;TIA1_UP;ELF2_UP;SNIP1_UP;GNL3_UP;PWP1_UP;CBX5_UP;POLD1_UP;TRIM28_UP;ZNF408_UP;DHX35_UP;MAGOHB_UP;DDX56_UP;FBL_UP;PDCD11_UP;FEN1_UP;POLB_UP;RAD17_UP;RFC2_UP;RFC3_UP;RFC5_UP;TOPBP1_UP;SMG7_UP;CSDE1_UP;UBXN4_UP;USP33_UP;ZFR_UP;SETDB1_UP;ELAVL1_UP;KIAA0907_UP;SERBP1_UP;GMEB1_UP;ABCE1_UP;ENO1_UP;CBX1_UP;WRNIP1_UP;TRIM24_UP;ZNF212_UP;NOLC1_UP;PPIA_UP;WRN_UP;MRE11A_UP;LIG3_UP;PNKP_UP;UBR5_UP;BAZ2B_UP;RBM25_UP;HSP90B1_UP;AASDHPPT_UP;ZDHHC17_UP;PHF10_UP;PPP1R8_UP;SUZ12_UP;TRIB3_UP;ZFP64_UP;ZNF24_UP;ANP32A_UP;TNPO1_UP;CAND1_UP;IPO7_UP;METAP2_UP;DLAT_UP;GAPDH_UP;GPI_UP;PGK1_UP;PPIF_UP;TPI1_UP;LBR_UP;TRIM33_UP;CREB3L2_UP;PPIE_UP;PPP3CA_UP;PPP3R1_UP;VDAC1_UP;MDC1_UP;FANCD2_UP;H2AFX_UP;RBBP8_UP;MCRS1_UP;PAIP1_UP;TLK1_UP;EED_UP;CNOT2_UP;PATZ1_UP;ZNF192_UP;ZNF202_UP;ZNF434_UP;HMGB2_UP;SET_UP;IPO8_UP;IPO9_UP;SRP19_UP;DARS_UP;IARS_UP;METAP1_UP;PDHA1_UP;PDHX_UP;PDK1_UP;GPD1_DOWN;PGD_UP;PKM2_UP;PRDX1_UP;RAB2A_UP;PFKM_UP;MLL_UP;SOD1_UP;BCL2L11_UP;TOMM40_UP;FANCA_UP;FANCF_UP;FANCG_UP;FANCI_UP;FANCL_UP;MEN1_UP;USP1_UP;NAP1L4_UP;OBFC2B_UP;STK38L_UP;TBK1_UP;DNMT1_UP;DNMT3A_UP;TGS1_UP;CNOT3_UP;CNOT6_UP;RNF4_UP;H1F0_UP;SEC61A1_UP;SEC61G_UP;SRP54_UP;SRP9_UP;SRPR_UP;STT3A_UP;STT3B_UP;EEF1E1_UP;EPRS_UP;GARS_UP;LARS_UP;MARS_UP;RABGGTB_UP;RARS_UP;AARS_UP;IARS2_UP;RELN_UP;HCFC1_UP;BCL2_UP;TOMM20_UP;TOMM70A_UP;DMAP1_UP;SEC11C_UP;SPCS2_UP;SPCS3_UP;TTC3_UP;BRD8_UP;EPC2_UP;ING3_UP;MORF4L2_UP;VPS72_UP;YEATS4_UP;FMR1_UP;PRPF4B_UP;RANBP1_UP;RCC1_UP;EARS2_UP;TARS_UP;CHML_UP;HARS_UP;MOBKL1B_UP;MST4_UP;STK25_UP;MARCKSL1_UP;KIF1B_UP;SCAMP1_UP;LATS1_UP;MARK1_UP;MARK2_UP;STRN4_UP;NBEA_UP;APAF1_UP;CYC1_UP;ATP5G3_UP;COX5A_UP;MDH2_UP;MRPL12_UP;UQCRH_UP;ATP5B_UP;SLC25A3_UP;CS_UP;FH_UP;IDH3B_UP;IDH3A_UP;	29_33_253	1467.83487593398	651.782370999805
TCGA-44-7669-01A.36	PKP2;	DSG2_UP;DSC2_UP;	-;	1_2_0	13.7987382436281	5.29295594470303
TCGA-44-7669-01A.9	VCAN;	KAL1_DOWN;	-;	1_1_0	3.44488971261555	3.44488971261555
TCGA-44-7669-01A.37	RYR2;	RYR1_DOWN;	-;	1_1_0	4.86349300312443	3.04270952732302
TCGA-44-7669-01A.31	NKX2-1;	TDG_UP;	-;	1_1_0	36.4627375760934	3.50305055026557
TCGA-50-5936-01A.11	NRG1;	ERBB4_DOWN;	-;	1_1_0	9.45818710669102	4.75353566301694
TCGA-50-5936-01A.2	GINS4;	MCM4_UP;	-;	1_1_0	1.91176442809138	1.91176442809138
TCGA-50-5936-01A.13	PCDH10;PCDHGC5;	CDH23_DOWN;CDH26_DOWN;CDH5_DOWN;CTNNAL1_DOWN;PCDH9_DOWN;PCDHB5_UP;SVEP1_DOWN;	PCDHB2_UP;	2_7_1	26.2123387374956	23.6476409652287
TCGA-50-5936-01A.12	APOB;	LPL_DOWN;OLR1_DOWN;	-;	1_2_0	21.0709268342108	9.2311762707935
TCGA-50-5936-01A.14	MAP2K3;USH2A;ITGB5;LIF;ETS1;ANK3;	MAPK10_DOWN;COL4A3_DOWN;CAV1_DOWN;COL4A4_DOWN;COL4A5_DOWN;ITGA8_DOWN;LIMS2_DOWN;GHR_DOWN;ABCB1_DOWN;ANGPT1_DOWN;TFRC_DOWN;TNNC1_DOWN;CHL1_UP;PTPRB_DOWN;TEK_DOWN;	NFKBIA_DOWN;CAV2_DOWN;COL6A6_DOWN;ITGA7_DOWN;JUN_DOWN;	6_15_5	131.296268722857	74.9642803718893
