TCGA-62-A472-01A.11	PTPRF;TP53;CACNA1I;MAP1A;	CAV1_DOWN;MMRN1_DOWN;PLAU_UP;PTPRM_DOWN;BDNF_DOWN;ERBB4_DOWN;SPTB_UP;AQP1_DOWN;ATF3_DOWN;CABLES1_DOWN;CDC14A_DOWN;DHCR24_DOWN;DUSP1_DOWN;GADD45B_DOWN;KLF4_DOWN;KLF6_DOWN;MAPK10_DOWN;MKI67_UP;MNDA_DOWN;NFATC4_UP;P2RX1_DOWN;PEG3_DOWN;PLAGL1_DOWN;PMAIP1_UP;RRM2_UP;S100A4_DOWN;S100A8_DOWN;SESN1_DOWN;SORT1_DOWN;TBX2_DOWN;TBXAS1_DOWN;TFRC_DOWN;TOP2A_UP;AQP4_DOWN;RYR2_DOWN;MCM4_UP;APH1B_DOWN;NOTCH4_DOWN;TBX3_DOWN;TBX4_DOWN;TBX5_DOWN;AQP5_DOWN;DMD_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;LPL_DOWN;C8B_DOWN;C7_DOWN;CFP_DOWN;	NID1_DOWN;PTPRA_DOWN;PTPRD_DOWN;SHC2_DOWN;FBLN1_DOWN;CNN1_DOWN;CTGF_DOWN;ELN_DOWN;FMOD_DOWN;GAS1_DOWN;PTGIS_DOWN;PTRF_DOWN;TAGLN_DOWN;TIMP3_DOWN;LMOD1_DOWN;MYL9_DOWN;TGFB1I1_DOWN;CRIM1_DOWN;CYR61_DOWN;SPON1_DOWN;TGFBR3_DOWN;DCN_DOWN;EFEMP2_DOWN;PALLD_DOWN;MYH10_DOWN;ENG_DOWN;PLSCR4_DOWN;TP53_DOWN;MAP1B_DOWN;GPM6B_DOWN;VLDLR_DOWN;CD36_DOWN;LDLR_DOWN;LRPAP1_DOWN;CD9_DOWN;HSD11B1_DOWN;LDLRAP1_DOWN;CD59_DOWN;CD81_DOWN;CD82_DOWN;HBEGF_DOWN;TSPAN4_DOWN;	4_50_42	544.513320570671	282.603757900367
TCGA-86-7713-01A.4	RTN1;	IMPA2_UP;	RTN1_DOWN;	1_1_1	15.2808934043848	5.06464882594439
TCGA-86-7713-01A.37	PTK2;DSG3;DSC2;PCDHAC2;NCOA2;F11R;DSG2;PTPRB;PIK3C3;MMP16;COL14A1;ROBO1;USH2A;ASAP1;PAPPA2;PAX6;RNF139;PCDHGC5;DSC3;FAT2;DSG1;TG;DSC1;CAMK2B;LYN;SMAD4;SLIT1;COL22A1;LAMB1;KRAS;MYC;PCSK5;PCDHB10;PAK1;	COL18A1_UP;COL4A3_DOWN;COL5A2_UP;COL9A2_UP;EFNB1_DOWN;ERBB2_UP;ERBB3_UP;GRB7_UP;ITGAL_DOWN;KRAS_UP;LAMB3_UP;LAMC2_UP;LIMS2_DOWN;NTN4_DOWN;ANGPT1_DOWN;CAV1_DOWN;TEK_DOWN;APH1B_DOWN;CDH1_UP;CDH3_UP;JUP_UP;PARD3_UP;FRS2_UP;PPFIA1_UP;SEMA6A_DOWN;PYGO2_UP;CBX3_UP;MKI67_UP;PRKDC_UP;PDIA4_UP;LIG1_UP;FHL2_UP;TOP2A_UP;BRCA1_UP;MSH2_UP;MSH6_UP;VCAN_UP;PKP3_UP;DSC2_UP;DSG2_UP;VIM_DOWN;TFAP2C_UP;S100A8_DOWN;MDK_UP;MCM4_UP;CDH13_DOWN;CDH23_DOWN;FAT1_UP;PCDHGB5_DOWN;PCDHGB6_DOWN;PCDHGC3_DOWN;PIAS3_UP;THRB_DOWN;ROBO3_DOWN;SLIT3_DOWN;KPNA2_UP;NME1_UP;GHR_DOWN;FGFR1_DOWN;FGFR2_DOWN;GAB3_DOWN;CHL1_UP;NF1_UP;MRAS_DOWN;EIF2AK2_UP;CSE1L_UP;RRM1_UP;RRM2_UP;COPS5_UP;COPS3_UP;COPS6_UP;GRIA1_DOWN;RYR1_DOWN;BST1_DOWN;P2RX7_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;EMP3_DOWN;EFNA5_UP;APBB1_DOWN;GADD45B_DOWN;TNNC1_DOWN;ARHGEF6_DOWN;CTTN_UP;PAK1_UP;PAK6_UP;PMP22_DOWN;PRNP_DOWN;CCDC6_UP;DOK2_DOWN;RGL3_UP;TFG_UP;NOL3_UP;NFYA_UP;	PTK2_UP;ARFGAP1_UP;ARHGAP10_DOWN;ASAP1_UP;CHRNB1_UP;IGF1R_UP;LAMC1_UP;LYN_UP;PIK3C3_UP;PVRL1_UP;TRIO_UP;ARCN1_UP;COPB1_UP;COPB2_UP;COPZ1_UP;GGA3_UP;KDELR1_UP;KDELR2_UP;KDELR3_UP;TMED2_UP;GPSM2_UP;RND3_DOWN;PVR_UP;PVRL2_UP;PTPRF_UP;ARF4_UP;COPG2_UP;COPZ2_DOWN;CIAO1_UP;AP1S2_DOWN;GGA1_UP;ARFGAP3_UP;ARHGAP6_DOWN;ASAP2_DOWN;NCF2_DOWN;EXOC2_UP;COG4_UP;GORASP1_UP;TMED10_UP;OPHN1_UP;CIT_UP;PLXNB1_UP;SHC2_DOWN;ARFIP2_UP;ARL5A_UP;ARL5B_UP;HTT_UP;SEC24D_UP;HLTF_UP;TRIM28_UP;AP1G2_UP;AP1M2_UP;DNAJC6_UP;PACS1_UP;SORL1_UP;BIN1_UP;EXOC4_UP;EXOC5_UP;EXOC7_UP;EXOC8_UP;VPS13B_UP;COG1_UP;COG5_UP;COG6_UP;COG8_UP;TMED3_UP;CANX_UP;GORASP2_UP;SEMA4A_UP;SEMA4B_UP;SEMA4C_UP;SEMA4G_UP;NCOA2_UP;CHAF1A_UP;CHD3_UP;HSF1_UP;SETDB1_UP;TRIM24_UP;CALR_UP;PDIA3_UP;PLXNB2_UP;CHD1L_UP;EP400_UP;SMARCA1_UP;SMARCAL1_UP;SRCAP_UP;LBR_UP;BAZ1B_UP;POLD1_UP;TCERG1_UP;ZNF408_UP;CHD4_UP;GATAD2B_UP;PRMT5_UP;WDR77_UP;PPID_UP;STIP1_UP;SUZ12_UP;ZFP64_UP;ZNF24_UP;TAF1B_UP;TRIM33_UP;P4HB_UP;PDIA6_UP;BRD8_UP;DMAP1_UP;EPC1_UP;EPC2_UP;ING3_UP;MORF4L2_UP;RUVBL2_UP;VPS72_UP;HMGB2_UP;BAZ1A_UP;BAZ2A_UP;FEN1_UP;POLB_UP;POLD2_UP;RFC2_UP;RFC3_UP;RFC5_UP;WRNIP1_UP;CHD8_UP;FUBP1_UP;SF1_UP;KHDRBS3_UP;SAP30BP_UP;ZNF212_UP;CLNS1A_UP;RBBP5_UP;PPP5C_UP;CNOT2_UP;PATZ1_UP;ZNF174_UP;ZNF192_UP;ZNF202_UP;ZNF434_UP;POLR1C_UP;PTRF_DOWN;RRN3_UP;TTF1_UP;TXNDC5_UP;MYCBP2_UP;PRPF4B_UP;DNMT1_UP;FOXJ3_UP;TRIM27_UP;ATAD2_UP;MDFI_UP;ANP32A_UP;H1F0_UP;SET_UP;RAD1_UP;RAD9A_UP;WRN_UP;HUS1_UP;MRE11A_UP;LIG3_UP;PNKP_UP;XRCC1_UP;RAD17_UP;CTCF_UP;KHSRP_UP;PRPF40A_UP;CREB3L2_UP;EFEMP2_DOWN;FBLN1_DOWN;CLK2_UP;CLK3_UP;DNMT3A_UP;E2F5_UP;TRDMT1_UP;CDYL_UP;HIST2H2AA3_UP;TOP1_UP;DKC1_UP;TOPBP1_UP;MDC1_UP;TERF2_UP;DCLRE1C_UP;H2AFX_UP;MLH1_UP;RAD50_UP;RBBP8_UP;TDP1_UP;PARP2_UP;ADNP_UP;DYRK1B_UP;PDCD7_UP;SFRS2IP_UP;SRPK2_UP;WBP11_UP;ZCCHC8_UP;ZHX1_UP;PLSCR4_DOWN;CNN1_DOWN;GAS1_DOWN;TIMP3_DOWN;ZNF238_UP;CHD9_UP;HIST1H2AC_UP;HIST1H2BD_UP;HIST1H2BK_UP;NCL_UP;TOP1MT_UP;EIF4A3_UP;LYAR_UP;NOP2_UP;PES1_UP;RRP9_UP;SMG5_UP;UBR5_UP;RNF8_UP;TP53BP1_UP;TERF1_UP;OBFC2B_UP;MLH3_UP;PMS1_UP;PMS2_UP;PMS2L1_UP;REV3L_UP;RINT1_UP;LMO2_DOWN;PCBD1_UP;MTDH_UP;STAG2_UP;CASK_UP;SLC7A5_UP;LMOD1_DOWN;MYL9_DOWN;EFEMP1_DOWN;MXRA8_UP;DSP_UP;CSTA_DOWN;EVPL_UP;PKP1_UP;PKP4_UP;S100A9_DOWN;ERBB2IP_UP;ARVCF_UP;CTNND2_UP;PICK1_UP;RAD21_UP;SSB_UP;PDS5A_UP;SMC2_UP;SMC3_UP;SMC4_UP;STAG1_UP;WAPAL_UP;NFIX_DOWN;SR140_UP;NCAPD2_UP;NEK6_UP;HTATSF1_UP;NSUN2_UP;AKAP8_UP;PRKAR2A_UP;EML4_UP;FANCI_UP;NCAPG2_UP;DHX16_UP;DHX35_UP;DHX8_UP;MAGOHB_UP;EBNA1BP2_UP;GNL3_UP;PWP1_UP;BOP1_UP;DDX56_UP;FBL_UP;PDCD11_UP;IMP4_UP;UTP15_UP;WDR3_UP;WDR36_UP;SMG7_UP;DDX17_UP;DDX42_UP;DDX46_UP;ABCE1_UP;ENO1_UP;DHX37_UP;DHX57_UP;C1QBP_UP;NOLC1_UP;KRR1_UP;MPHOSPH10_UP;MRPL12_UP;DIS3_UP;SIRT1_UP;JMJD1C_UP;ARID4B_UP;ATRX_UP;MYH14_UP;PPP1R12A_UP;RIPK3_DOWN;REV1_UP;AIFM1_UP;RAI14_UP;TIAF1_UP;MCRS1_UP;PAIP1_UP;PAXIP1_UP;TNKS2_UP;GATA3_DOWN;TAL1_DOWN;APBA1_UP;EPB41L3_DOWN;LIN7C_UP;ENDOG_UP;CYFIP2_DOWN;DRG1_UP;ID1_DOWN;TCF12_UP;NCAM2_UP;ROBO1_UP;RBM25_UP;KTN1_UP;DLAT_UP;GAPDH_UP;GPI_UP;PGK1_UP;PPIF_UP;TPI1_UP;TRAPPC2_UP;GOLGA4_UP;KIF5B_UP;METAP2_UP;TAX1BP1_UP;ZNF638_UP;TIA1_UP;DLD_UP;DLST_UP;IPO5_UP;PDHA1_UP;PDHB_UP;PDHX_UP;PDK1_UP;GPD1_DOWN;PKM2_UP;PRDX1_UP;RAB2A_UP;PPIE_UP;VDAC1_UP;CLIC2_DOWN;IGF2_UP;IGFBP5_UP;IGFBP2_UP;IGFBP6_DOWN;FOXA2_DOWN;FOXA1_UP;FOXF1_DOWN;DBT_UP;TXNRD2_UP;DHTKD1_UP;PDP1_UP;PDPR_UP;ILF3_UP;IPO4_UP;IPO7_UP;IPO8_UP;IPO9_UP;KPNA6_UP;TNPO1_UP;TNPO2_UP;XPO5_UP;XPO7_UP;PKN2_UP;DIP2A_UP;ILF2_UP;PRMT1_UP;DARS_UP;SERBP1_UP;SRP19_UP;TRIM5_UP;SNX6_UP;DDX19B_UP;CTPS_UP;MARCKSL1_UP;PRDX4_UP;BLZF1_UP;KIF1B_UP;SCAMP1_UP;BCL2L11_UP;TOMM40_UP;VDAC2_UP;ADAR_UP;PRMT3_UP;EEF1E1_UP;EPRS_UP;GARS_UP;IARS_UP;KARS_UP;LARS_UP;MARS_UP;QARS_UP;RABGGTB_UP;RARS_UP;CAND1_UP;DDOST_UP;SEC61A1_UP;SEC61G_UP;SRP54_UP;SRP68_UP;SRP9_UP;SRPR_UP;SRPRB_UP;SSR2_UP;SSR4_UP;STT3A_UP;STT3B_UP;BTBD1_UP;ASNS_UP;ATIC_UP;BCAR3_UP;CAD_UP;CPS1_UP;CTPS2_UP;GMPS_UP;PRPS2_UP;MTHFD1L_UP;PPAT_UP;IMPDH2_UP;MTHFD1_UP;HPRT1_UP;PRPS1_UP;PRPSAP2_UP;MTHFD2_UP;SHMT2_UP;KLC2_UP;KIAA1109_UP;TTC37_UP;XRN2_UP;COIL_UP;EXOSC1_UP;EXOSC10_UP;EXOSC2_UP;EXOSC4_UP;EXOSC5_UP;EXOSC7_UP;BACE2_UP;MAPK8IP3_UP;IBTK_UP;UPF2_UP;ABI1_UP;ABI2_UP;NCKAP1_UP;CYFIP1_UP;DOCK7_UP;CD36_DOWN;EPHA1_UP;MATK_DOWN;HSD11B1_DOWN;PCSK7_UP;MAPK8IP1_UP;MBTPS1_UP;ATF6B_UP;SCAP_UP;AREG_DOWN;DCP1A_UP;HBEGF_DOWN;DCP2_UP;RGL2_UP;SPHK2_UP;NFYC_UP;PTMA_UP;RCC1_UP;ATF6_UP;PHB2_UP;CHKA_UP;RANBP1_UP;XBP1_UP;CHKB_UP;CRIPAK_UP;LIMK1_UP;OXSR1_UP;	34_95_477	2761.67590537342	1307.53456518155
TCGA-38-4628-01A.21	RAP1B;PCDHAC2;LRP1;PTPN6;PTPRB;ELF1;EGFR;FRS2;TEK;LAMB1;	BDNF_DOWN;FRS2_UP;RIT1_UP;CAV1_DOWN;EFNB2_DOWN;EPHB2_UP;GRB7_UP;PAK1_UP;ERBB2_UP;ERBB4_DOWN;PTPRB_DOWN;TEK_DOWN;GHR_DOWN;CNTN6_DOWN;NFASC_DOWN;PCDHAC2_DOWN;CDH23_DOWN;CDH3_UP;CDH5_DOWN;PCDH9_DOWN;PCDHA12_DOWN;PCDHB16_DOWN;PCDHGB5_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;MDK_UP;MMP15_UP;PAFAH1B3_UP;PLAU_UP;FGFR4_DOWN;NFYA_UP;EPAS1_DOWN;FIGF_DOWN;GAB3_DOWN;LAMC3_DOWN;TGFA_UP;PYGO2_UP;COL3A1_UP;COL4A5_DOWN;COL5A2_UP;COL9A2_UP;PAK6_UP;	RAP1B_UP;ARPC5_UP;RAP2B_UP;CAP1_UP;WASL_UP;RGL1_UP;ARPC1A_UP;ARPC4_UP;NOSTRIN_DOWN;CNTN1_UP;C3_DOWN;VLDLR_DOWN;CD36_DOWN;CD9_UP;GZMA_DOWN;CD63_UP;HBEGF_DOWN;IGSF8_UP;PTGFRN_UP;TSPAN4_UP;F2RL1_UP;GZMB_DOWN;GZMH_DOWN;HMGB2_UP;PRF1_DOWN;ST14_UP;DFFA_UP;SERPINB9_DOWN;SPINT1_UP;TP53_UP;ARF4_UP;PDGFD_UP;ARF3_UP;ARF5_UP;ARFIP2_UP;SAR1B_UP;ITK_DOWN;AP2S1_UP;COPE_UP;CYTH3_UP;VPS28_UP;PREB_UP;SEC23A_UP;ADRM1_UP;COX8A_UP;MRPS12_UP;UQCRFS1_UP;ARFGAP1_UP;COPB1_UP;COPB2_UP;COPZ1_UP;MTX1_UP;KDELR1_UP;KDELR2_UP;KDELR3_UP;TMED2_UP;COPZ2_UP;CIAO1_UP;FAM96B_UP;HLTF_UP;DOK4_UP;TIE1_DOWN;TNIP2_UP;ITGB8_UP;	10_43_64	776.429132914671	265.980442783579
TCGA-38-4628-01A.1	NGEF;	EFNA1_UP;	EPHA1_UP;	1_1_1	21.6180527774966	4.30304440387333
TCGA-38-4628-01A.18	CDK4;CDKN2A;PRIM1;IFNG;CPSF6;NUMA1;	CDKN2C_UP;MSH2_UP;KPNA2_UP;BRCA1_UP;H2AFZ_UP;TDG_UP;TOP2A_UP;MCM4_UP;MCM6_UP;DNAJA3_UP;	CDK4_UP;MCC_DOWN;NAE1_UP;PTMA_UP;CLIC1_UP;RANBP1_UP;PCNP_UP;UBA2_UP;UBQLN4_UP;PHB2_UP;TRAPPC2_UP;RCC1_UP;SAE1_UP;SUMO2_UP;SUMO3_UP;ENO1_UP;CAPRIN1_UP;ERH_UP;RNF2_UP;SENP3_UP;TSN_UP;UBE2N_UP;UBE2V2_UP;PPIF_UP;TPI1_UP;BMI1_UP;PCGF6_UP;TSNAX_UP;PPIA_UP;PPIE_UP;E2F6_UP;FEN1_UP;POLD2_UP;RAD1_UP;RFC2_UP;RFC3_UP;RFC5_UP;	6_10_37	309.548147367288	99.1093521968081
TCGA-38-4628-01A.3	PIP4K2C;	PIP5K1B_DOWN;	PIP4K2C_UP;PTPMT1_UP;	1_1_2	12.9633628822737	9.12249669055088
TCGA-38-4628-01A.9	GLI1;DTX3;	HHIP_DOWN;SLIT2_DOWN;SLIT3_DOWN;TBX3_DOWN;ROBO2_DOWN;ROBO4_DOWN;NOTCH4_DOWN;	DTX3_UP;	2_7_1	65.297958053825	23.0771442573511
TCGA-38-4628-01A.20	CHRNA4;	PTPRM_DOWN;	-;	1_1_0	2.11984332996347	2.11984332996347
TCGA-55-7727-01A.35	MAP2K3;RAP1B;AHR;TBX20;JAK2;PCDHAC2;AQP7;RYR2;PCDH15;ITK;EPS15;PLXNA2;ASAP1;PCDHGC5;FRS2;COL9A1;SMAD4;LRP10;ACACB;ARAF;PLXND1;PDGFRA;CCR6;TP53;NCAM1;NPR2;GNAZ;SDC4;UNC5A;DSP;CACNA1B;HLA-DRB1;	GADD45B_DOWN;MBP_DOWN;DUSP1_DOWN;CAV1_DOWN;BDNF_DOWN;GAB2_DOWN;ITGAL_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;CDH23_DOWN;SELP_DOWN;PRKG2_DOWN;EPAS1_DOWN;TBX5_DOWN;TBX2_DOWN;TBX4_DOWN;NOTCH4_DOWN;TBX3_DOWN;GHR_DOWN;PIK3R5_DOWN;ANGPT1_DOWN;TEK_DOWN;FGFR3_DOWN;PLXNB1_DOWN;SEMA6A_DOWN;SEMA6D_DOWN;VIM_DOWN;ZYX_DOWN;CDH13_DOWN;CDH26_DOWN;CDH5_DOWN;DCHS1_DOWN;PCDH12_DOWN;PCDH17_DOWN;PCDHA12_DOWN;PCDHGA12_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;PCDHGC3_DOWN;SVEP1_DOWN;AQP5_DOWN;AQP4_DOWN;AQP1_DOWN;DMD_DOWN;RYR2_DOWN;BST1_DOWN;CACNA1C_DOWN;CACNA1H_DOWN;FKBP1B_DOWN;P2RX1_DOWN;P2RX7_DOWN;CACNA2D2_DOWN;RASGRF1_DOWN;EMP3_DOWN;FGFR1_DOWN;FGFR2_DOWN;FGFR4_DOWN;ITGA8_DOWN;LAMC3_DOWN;LIMS2_DOWN;NTN4_DOWN;PDGFB_DOWN;APBB2_DOWN;ATF3_DOWN;KPNA2_UP;TNNC1_DOWN;APH1B_DOWN;APBB1_DOWN;MATN2_DOWN;COL4A5_DOWN;MRAS_DOWN;FIGF_DOWN;VEGFC_DOWN;CX3CL1_DOWN;ABCB1_DOWN;CABLES1_DOWN;KLF4_DOWN;KLF6_DOWN;MKI67_UP;NDN_DOWN;PEG3_DOWN;PLAGL1_DOWN;RRM2_UP;S100A4_DOWN;S100A8_DOWN;SESN1_DOWN;TBXAS1_DOWN;TFAP2C_UP;TFRC_DOWN;TOP2A_UP;TYMS_UP;MCM6_UP;PRNP_DOWN;C7_DOWN;C8B_DOWN;SLIT2_DOWN;CFP_DOWN;NTN1_DOWN;ROBO2_DOWN;ROBO3_DOWN;ROBO4_DOWN;SLIT3_DOWN;NPR1_DOWN;COL4A4_DOWN;	DYRK1B_DOWN;GADD45G_DOWN;PKN1_DOWN;STRN4_DOWN;ESR1_UP;PPP1R14A_DOWN;MCC_DOWN;STK25_DOWN;STRN3_UP;NFIC_DOWN;LATS2_DOWN;SRGN_DOWN;ALOX5AP_DOWN;LAPTM5_DOWN;MSN_DOWN;ALOX5_DOWN;CEBPD_DOWN;CD37_DOWN;CD52_DOWN;GMFG_DOWN;ISG20_DOWN;RGS19_DOWN;ARHGDIA_DOWN;ELMO1_DOWN;ICAM2_DOWN;RDX_DOWN;SELPLG_DOWN;SPN_DOWN;SFTPD_DOWN;NCF4_DOWN;GIPC1_DOWN;SLC9A3R2_DOWN;ESAM_DOWN;LGALS1_DOWN;CYBA_DOWN;NCF1_DOWN;NCF2_DOWN;TGFBR3_DOWN;CD7_DOWN;MYO1F_DOWN;TYROBP_DOWN;KDELR3_UP;CTGF_DOWN;ENG_DOWN;TGFBRAP1_DOWN;ARAP1_DOWN;ARHGAP6_DOWN;ASAP2_DOWN;CHN1_DOWN;CRIM1_DOWN;CYR61_DOWN;FBLN1_DOWN;LRP1_DOWN;SPON1_DOWN;BIN1_DOWN;CNN1_DOWN;ELN_DOWN;GAS1_DOWN;PTGIS_DOWN;PTRF_DOWN;TAGLN_DOWN;TIMP3_DOWN;CUX1_DOWN;EPN1_DOWN;LMOD1_DOWN;MYL9_DOWN;PLN_DOWN;TGFB1I1_DOWN;BGN_DOWN;DCN_DOWN;EFEMP2_DOWN;TAF1C_DOWN;PALLD_DOWN;EFEMP1_DOWN;MXRA8_DOWN;MYH10_DOWN;MYH14_DOWN;MYH9_DOWN;ATP2A3_DOWN;PDLIM7_DOWN;SMTN_DOWN;COL14A1_DOWN;GEM_DOWN;PLSCR4_DOWN;CALD1_DOWN;FES_DOWN;PTPN6_DOWN;SH2B1_DOWN;DPYSL2_DOWN;PLXNA1_DOWN;PLXNA2_DOWN;CRMP1_DOWN;MICAL1_DOWN;NEDD9_DOWN;PLXND1_DOWN;BCAR3_DOWN;SH2D3C_DOWN;TRIP6_DOWN;KL_DOWN;ITGAX_DOWN;LAMB1_DOWN;ID1_DOWN;ID3_DOWN;ID4_DOWN;TCF4_DOWN;LRP3_DOWN;TAL1_DOWN;SREBF1_DOWN;LYL1_DOWN;RANBP3_DOWN;SPARCL1_DOWN;MMP15_DOWN;CBFA2T3_DOWN;GATA2_DOWN;LMO2_DOWN;SSBP3_DOWN;ACACB_DOWN;FASN_DOWN;PFKL_DOWN;SREBF2_DOWN;FERMT2_DOWN;TMEM47_DOWN;FGF14_DOWN;CSTA_DOWN;UNC5B_DOWN;DAPK1_DOWN;NPR2_DOWN;NPR3_DOWN;COL6A6_DOWN;PTPN6_DOWN;	32_104_130	1474.6379440437	678.925600893062
TCGA-55-7727-01A.25	PTPRD;	PTPRM_DOWN;	PTPRD_DOWN;PTPRS_DOWN;FEZ1_DOWN;PTN_DOWN;	1_1_4	21.3503298279	13.8817098851353
TCGA-55-7727-01A.6	KCNH2;	KCNAB1_DOWN;KCNAB2_DOWN;	-;	1_2_0	31.9581511445255	5.24443961056686
TCGA-55-7727-01A.12	LRRC4C;	NTNG1_DOWN;	-;	1_1_0	3.54600579062711	3.54600579062711
TCGA-MN-A4N5-01A.35	SPTA1;	SPTB_UP;SPTBN2_UP;	-;	1_2_0	8.68933448017588	8.68933448017588
TCGA-MN-A4N5-01A.48	GRID2;GRIA3;	GRIA1_DOWN;	-;	2_1_0	8.17271733843341	4.66255284674359
TCGA-MN-A4N5-01A.25	SLIT2;	SLIT2_DOWN;ROBO2_DOWN;SLIT3_DOWN;	-;	1_3_0	8.66437208989916	8.66437208989916
TCGA-MN-A4N5-01A.50	ADAMTS12;	ADAM8_UP;	-;	1_1_0	4.50711597096506	2.2868871738655
TCGA-MN-A4N5-01A.36	PLXNA4;PLXNA3;	SEMA6A_DOWN;	PLXNA3_UP;	2_1_1	20.3505560223218	5.99552258308828
TCGA-MN-A4N5-01A.3	C9;	C8B_DOWN;	-;	1_1_0	4.56230556967239	4.56230556967239
TCGA-MN-A4N5-01A.51	THBS2;NOS2;MYBL2;CDH12;MYH6;MED21;HSPG2;MTTP;ANK2;ARNTL2;CDK4;NOS1;PCDHB15;PCDH15;LRP2;APOB;MYH8;TTN;PAPPA2;PCDHGC5;TIAM1;PLCB4;PCDH18;PIK3C2B;DSG1;EPHA4;CDH10;FLT1;LAMA2;RASA1;ANGPT1;CACNA1E;KRAS;VWF;EGF;COL19A1;PCDH11Y;TP53;PRKDC;ACTN1;LAMA3;PPP3CA;MMRN1;	ITGA8_DOWN;ITGB4_UP;CAV1_DOWN;KRAS_UP;NPR1_DOWN;EPHB2_UP;PRKG2_DOWN;NOL3_UP;CDH1_UP;CDH13_DOWN;CDH3_UP;PCDH9_DOWN;PCDHAC2_DOWN;PCDHB5_UP;SVEP1_DOWN;DES_DOWN;DMD_DOWN;TNNC1_DOWN;FHL2_UP;LPL_DOWN;ERBB4_DOWN;PDIA4_UP;MAPK10_DOWN;EPAS1_DOWN;CABLES1_DOWN;MDK_UP;PLAU_UP;OLR1_DOWN;IGFBP3_UP;NME1_UP;PIP5K1B_DOWN;ERBB2_UP;DSC2_UP;JUP_UP;PKP3_UP;DSG2_UP;TFAP2C_UP;FGFR2_DOWN;FGFR4_DOWN;FIGF_DOWN;BDNF_DOWN;AGRN_UP;COL18A1_UP;COL4A5_DOWN;COL9A2_UP;PAK6_UP;PMP22_DOWN;ANGPT1_DOWN;TEK_DOWN;GRB7_UP;PTPRB_DOWN;GHR_DOWN;CACNA2D2_DOWN;RASGRP4_DOWN;RGL3_UP;TGFA_UP;AQP1_DOWN;BRCA1_UP;BRCC3_UP;CCNG2_UP;EEF1A2_UP;EIF2AK2_UP;GAMT_UP;ING1_UP;KLF6_DOWN;KPNA2_UP;LRDD_UP;MBD4_UP;MKI67_UP;MSH2_UP;NFATC4_UP;NFYA_UP;PEG3_DOWN;PIAS3_UP;PPP1R13L_UP;PRKDC_UP;RRM2_UP;S100A4_DOWN;SESN1_DOWN;STEAP3_UP;TK1_UP;TOP2A_UP;TYMS_UP;AQP4_DOWN;CBX3_UP;MSH6_UP;MCM4_UP;RRM1_UP;DHFR_UP;MCM6_UP;AQP5_DOWN;	TCERG1_UP;CHAF1A_UP;POLD1_UP;ZNF408_UP;POLB_UP;POLD2_UP;RFC3_UP;NEIL1_UP;KCTD13_UP;CTGF_DOWN;TGFBR3_DOWN;P4HB_UP;CDK4_UP;PLCB4_DOWN;DSP_UP;CD2AP_UP;SHC2_UP;LAMA3_DOWN;CAV2_DOWN;EPHB3_UP;RGL2_UP;HSF1_UP;	43_91_22	498.030914237765	297.942269798562
TCGA-38-7271-01A.7	PCDH15;	CDH13_DOWN;	-;	1_1_0	3.27869813075808	3.27869813075808
TCGA-38-7271-01A.1	PLCD4;	PIP5K1B_DOWN;	-;	1_1_0	1.87695221212629	1.87695221212629
TCGA-38-7271-01A.6	TTN;	TNNC1_DOWN;	-;	1_1_0	3.59481204238338	3.59481204238338
TCGA-38-7271-01A.9	CNTNAP1;	CNTN6_DOWN;	-;	1_1_0	4.53011065968706	4.53011065968706
TCGA-38-7271-01A.8	NID1;ITGAL;COL4A5;	COL4A3_DOWN;CAV1_DOWN;	-;	3_2_0	9.59472420029769	6.44712338914993
TCGA-38-7271-01A.4	CACNA1E;	CACNA2D2_DOWN;	-;	1_1_0	2.80628382255628	2.80628382255628
TCGA-38-7271-01A.5	VCAN;	KAL1_DOWN;	-;	1_1_0	2.97031470210692	2.97031470210692
TCGA-44-7659-01A.11	KCNQ2;	PRKG2_DOWN;TRPC6_DOWN;	-;	1_2_0	10.549198780897	7.65582419072739
TCGA-44-7659-01A.17	PPARA;	DUSP1_DOWN;LPL_DOWN;APOC2_DOWN;	JAK2_DOWN;	1_3_1	50.8660366177873	10.5175380711263
TCGA-44-7659-01A.1	MAX;	EPAS1_DOWN;	-;	1_1_0	2.60207031519654	2.60207031519654
TCGA-44-7659-01A.16	GRB10;	GHR_DOWN;	-;	1_1_0	7.13790275234313	2.95797062997591
TCGA-44-7659-01A.13	COL1A2;FLNC;NTRK1;KRAS;	CAV1_DOWN;FIGF_DOWN;ITGA8_DOWN;LAMC3_DOWN;LIMS2_DOWN;NTN4_DOWN;PDGFB_DOWN;BDNF_DOWN;RASGRF1_DOWN;ANGPT1_DOWN;ARHGEF6_DOWN;DOK2_DOWN;EFNB1_DOWN;EFNB2_DOWN;FGFR1_DOWN;FGFR2_DOWN;FGFR4_DOWN;RASGRP4_DOWN;RASSF2_DOWN;TEK_DOWN;	FLNC_DOWN;VWF_DOWN;	4_20_2	130.874727795095	67.3118899214401
